FamilyID	Populus_trichocarpa<0>	Arabidopsis_thaliana<1>	<2>	Vitis_vinifera<3>	Oryza_sativa<4>	Zea_may<5>	Sequoiadendron_giganteum<6>	Pinus_lambertiana<7>	<8>	<9>	Salvinia_cucullata<10>	Azolla_filiculoides<11>	<12>	Gnetum_montanum<13>	<14>	Amborella_trichopoda<15>	<16>	Ceratopteris_richardii<17>	<18>	<19>	Klebsormidium_flaccidum<20>	Volvox_carteri<21>	<22>	<23>	Spirogloea_muscicola<24>	Mesotaenium_endlicherianum<25>	<26>	Chara_braunii<27>	<28>	Selaginella_moellendorffii<29>	<30>	<31>	<32>	<33>	<34>	Anthoceros_angustus<35>	Physcomitrella_patens<36>	<37>	Marchantia_polymorpha<38>	<39>
OG1G20693	8	9	7	6	6	10	5	18	7	7	7	4	7	5	7	7	6	9	7	7	2	4	6	7	6	4	4	2	6	4	4	4	5	4	5	4	7	5	2	5
OG1G20696	8	9	7	6	6	10	5	18	7	7	7	4	7	5	7	7	6	9	7	7	2	4	6	7	6	4	4	2	6	4	4	4	5	4	5	4	7	5	2	5
OG1G21700	6	5	5	5	7	6	6	6	5	6	4	4	5	6	5	4	4	5	5	5	1	1	4	5	3	2	2	1	4	2	2	2	3	2	3	2	7	3	2	3
OG1G26470	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	4	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1G48310	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	2	1
OG1G50410	4	6	4	2	3	4	1	2	3	3	2	2	2	1	3	2	2	1	2	2	2	1	2	2	1	2	2	2	2	6	2	2	2	2	2	3	2	2	1	2
OG1G54690	10	10	9	9	8	13	13	12	9	10	7	9	10	7	9	7	9	29	9	9	2	13	11	9	7	3	5	3	8	5	5	5	7	5	7	5	9	7	5	7
OG1G57820	2	7	2	2	2	3	1	2	2	2	2	2	2	1	2	1	2	2	2	2	1	1	2	2	4	1	2	2	2	2	2	2	2	2	2	2	2	2	3	2
OG1G63490	6	7	5	4	3	6	4	10	4	4	2	5	4	3	4	3	3	3	4	4	2	1	3	4	5	3	3	2	3	4	3	3	3	3	3	2	5	3	2	3
OG1G65440	3	3	3	4	1	1	6	2	3	1	2	2	2	3	2	1	2	2	2	2	1	1	2	2	3	1	2	4	2	1	2	2	2	2	2	1	2	2	1	2
OG1G65470	2	2	2	2	2	6	1	3	2	3	1	2	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1G66080	1	2	1	1	1	1	0	2	1	1	3	2	1	1	1	1	2	3	1	1	1	1	2	1	4	1	2	2	2	2	2	2	2	2	2	1	4	2	2	2
OG1G66170	7	5	6	6	4	4	4	1	6	4	4	6	4	5	6	14	4	2	4	6	2	1	3	4	8	4	3	3	3	2	3	3	3	3	3	3	2	3	2	3
OG1G67370	2	2	2	2	2	1	0	0	2	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1G69770	3	4	3	5	3	1	7	5	3	3	4	6	4	1	3	2	4	2	3	3	1	0	3	3	0	2	1	1	3	1	1	1	2	1	2	2	1	2	2	2
OG1G73030	3	3	2	1	1	1	2	1	2	1	4	1	2	2	2	2	2	3	2	2	1	1	2	2	3	1	2	1	2	2	2	2	2	2	2	1	4	2	2	2
OG1G73910	2	3	2	2	1	1	1	2	2	1	0	2	1	1	2	2	1	1	1	2	1	1	1	1	3	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1
OG1G74560	4	3	3	2	2	2	3	5	2	2	1	2	2	2	2	2	2	3	2	2	1	1	2	2	3	1	2	1	2	1	2	2	2	2	2	1	2	2	1	2
OG1G77300	8	8	7	7	4	7	9	12	7	6	8	5	8	6	7	5	7	11	8	7	7	1	7	7	11	5	6	7	6	4	6	6	6	6	6	4	8	6	6	6
OG1G77540	1	3	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1G79350	3	2	2	1	4	2	5	5	2	2	2	3	3	1	2	1	2	1	2	2	4	0	2	2	3	3	2	2	2	1	2	2	2	2	2	1	1	2	1	2
OG1G79730	2	2	2	1	1	2	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	1	1	2	2	1	2	1	1	2	1	1	1
OG2G02090	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1
OG2G06510	2	4	2	2	2	2	3	3	2	2	3	2	2	2	2	2	2	3	2	2	1	1	2	2	3	1	2	1	2	2	2	2	2	2	2	1	2	2	1	2
OG2G07690	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG2G13370	2	2	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	4	0	1	0	1	1	1	1	1	1	1	1	2	1	1	1
OG2G16390	8	8	6	6	9	5	3	7	6	7	3	3	5	6	6	5	3	4	5	6	3	0	3	5	0	0	2	2	4	2	1	2	4	2	4	8	3	4	5	4
OG2G16780	4	4	3	2	4	5	2	7	3	4	3	4	3	3	3	1	3	3	3	3	1	1	3	3	4	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
OG2G17560	8	9	7	6	6	10	5	18	7	7	7	4	7	5	7	7	6	9	7	7	2	4	6	7	6	4	4	2	6	4	4	4	5	4	5	4	7	5	2	5
OG2G18760	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
OG2G19480	7	5	5	2	5	4	5	8	4	4	4	4	4	2	4	2	4	4	4	4	1	3	4	4	3	1	2	5	3	2	2	2	2	2	2	1	2	2	1	2
OG2G19520	3	3	2	2	1	2	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	1	0	2	2	1	2	1	1	1	1	1	1
OG2G21450	8	8	6	6	9	5	3	7	6	7	3	3	5	6	6	5	3	4	5	6	3	0	3	5	0	0	2	2	4	2	1	2	4	2	4	8	3	4	5	4
OG2G22720	3	3	2	1	2	3	2	2	2	2	3	1	2	2	2	2	3	11	2	2	1	0	3	2	3	1	2	1	2	0	2	2	2	2	2	1	3	2	1	2
OG2G25170	4	4	3	3	1	1	5	1	3	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	3	3	2	1	2	3	2	2	2	2	2	2	3	2	3	2
OG2G27350	2	2	2	1	1	2	1	4	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	3	1	0	0	1	3	1	0	1	1	1	1	1	1	1	1
OG2G28290	4	4	3	3	2	3	3	5	3	3	3	2	3	2	3	3	2	2	3	3	3	1	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
OG2G32940	5	5	4	4	4	4	5	6	4	4	1	2	4	1	4	5	2	2	4	4	0	0	2	4	0	0	1	1	2	1	1	1	2	1	2	1	4	2	3	2
OG2G33610	6	5	5	5	7	6	6	6	5	6	4	4	5	6	5	4	4	5	5	5	1	1	4	5	3	2	2	1	4	2	2	2	3	2	3	2	7	3	2	3
OG2G43410	3	3	2	1	2	2	2	4	2	2	2	3	2	1	2	2	3	7	2	2	1	2	3	2	3	1	2	1	2	0	2	2	2	2	2	1	2	2	1	2
OG2G44980	1	2	1	1	0	1	1	2	1	1	1	1	1	1	1	0	1	2	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1
OG2G46020	2	2	2	1	1	1	4	1	2	1	1	1	2	2	2	2	1	1	2	2	1	1	1	2	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG3G01460	2	2	2	6	2	1	1	3	2	2	1	1	2	1	2	1	1	1	2	2	1	0	1	2	3	3	1	0	2	0	2	1	2	2	2	2	4	2	1	2
OG3G01890	4	3	3	2	1	3	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	6	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1
OG3G03460	2	3	2	1	5	3	1	3	2	3	2	2	2	2	2	1	2	2	2	2	1	1	2	2	0	0	1	1	2	0	1	1	1	1	1	1	2	1	1	1
OG3G04380	4	4	3	2	1	4	2	3	3	3	2	3	3	3	3	5	2	2	3	3	3	0	2	3	0	0	1	1	2	1	1	1	2	1	2	1	2	2	2	2
OG3G06010	4	4	3	3	2	3	3	5	3	3	3	2	3	2	3	3	2	2	3	3	3	1	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
OG3G06400	2	3	2	1	3	2	2	5	2	3	3	3	3	2	3	3	3	2	3	3	1	1	3	3	3	1	2	2	3	2	2	2	3	2	3	3	6	3	2	3
OG3G07220	1	3	2	1	3	3	3	4	2	3	1	2	2	2	2	1	2	2	2	2	1	0	2	2	3	1	2	1	2	2	2	2	2	2	2	1	4	2	1	2
OG3G07610	9	7	8	9	6	5	7	14	8	6	10	7	7	5	7	7	7	8	7	7	2	1	7	7	3	2	3	3	5	0	3	3	3	3	3	2	4	3	2	3
OG3G10390	4	4	3	3	3	3	4	3	3	3	1	2	3	3	3	4	2	2	3	3	1	1	2	3	3	1	2	1	2	1	2	2	2	2	2	1	2	2	2	2
OG3G11450	2	3	2	1	1	2	1	2	1	1	5	2	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1
OG3G12810	2	2	2	1	1	2	0	2	2	2	1	1	2	6	2	1	1	1	2	2	1	0	1	2	4	1	1	2	1	0	1	1	1	1	1	1	2	1	1	1
OG3G13782	7	5	5	2	5	4	5	8	4	4	4	4	4	2	4	2	4	4	4	4	1	3	4	4	3	1	2	5	3	2	2	2	2	2	2	1	2	2	1	2
OG3G20010	4	6	4	2	3	4	1	2	3	3	2	2	2	1	3	2	2	1	2	2	2	1	2	2	1	2	2	2	2	6	2	2	2	2	2	3	2	2	1	2
OG3G23780	3	4	3	2	2	5	5	6	3	3	5	4	5	7	3	3	5	6	5	3	2	1	5	4	3	2	3	4	4	3	3	3	4	3	4	7	3	4	2	4
OG3G24340	8	8	6	6	9	5	3	7	6	7	3	3	5	6	6	5	3	4	5	6	3	0	3	5	0	0	2	2	4	2	1	2	4	2	4	8	3	4	5	4
OG3G28730	2	2	2	1	2	2	2	2	2	2	2	3	2	1	2	1	2	2	2	2	1	1	2	2	3	1	2	1	2	1	2	2	2	2	2	2	1	2	1	2
OG3G33520	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG3G42670	8	8	6	6	9	5	3	7	6	7	3	3	5	6	6	5	3	4	5	6	3	0	3	5	0	0	2	2	4	2	1	2	4	2	4	8	3	4	5	4
OG3G43240	2	2	2	2	6	3	1	1	2	3	1	2	1	1	2	1	2	2	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG3G44530	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1
OG3G48710	4	5	3	2	2	4	3	4	3	3	4	3	3	4	3	1	3	3	3	3	1	1	3	3	3	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1
OG3G49600	2	2	2	1	1	2	2	2	2	2	1	2	2	1	2	1	1	1	2	2	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
OG3G51880	8	9	7	6	6	10	5	18	7	7	7	4	7	5	7	7	6	9	7	7	2	4	6	7	6	4	4	2	6	4	4	4	5	4	5	4	7	5	2	5
OG3G55580	4	3	3	2	2	3	2	2	2	2	0	1	2	1	2	2	1	1	2	2	1	0	1	2	3	1	1	0	1	1	1	1	1	1	1	1	4	1	1	1
OG4G02060	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG4G05420	1	3	1	1	1	2	2	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG4G10180	1	2	1	1	2	4	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1
OG4G10670	4	3	3	2	3	1	3	4	2	2	1	0	2	2	2	2	1	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG4G10710	4	3	3	2	3	1	3	4	2	2	1	0	2	2	2	2	1	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG4G16280	4	5	4	4	4	4	7	7	4	4	1	3	5	3	4	2	3	4	4	4	2	3	3	4	5	2	3	3	3	2	3	3	3	3	3	1	4	3	2	3
OG4G22140	7	4	4	3	4	5	5	4	4	4	4	3	4	3	4	2	4	6	4	4	3	1	4	4	4	2	3	1	4	2	3	3	4	3	4	1	9	4	3	4
OG4G26630	4	5	3	2	2	4	3	4	3	3	4	3	3	4	3	1	3	3	3	3	1	1	3	3	3	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1
OG4G29730	3	3	2	2	1	2	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	1	0	2	2	1	2	1	1	1	1	1	1
OG4G29830	1	2	1	2	1	1	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
OG4G31900	4	4	3	3	1	1	5	1	3	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	3	3	2	1	2	3	2	2	2	2	2	2	3	2	3	2
OG4G32620	4	3	3	2	2	5	2	2	2	3	1	2	2	2	2	2	2	1	2	2	1	0	2	2	3	1	2	1	2	1	2	2	2	2	2	2	2	2	1	2
OG4G35050	4	4	3	2	4	5	2	7	3	4	3	4	3	3	3	1	3	3	3	3	1	1	3	3	4	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
OG4G35570	8	9	7	6	6	10	5	18	7	7	7	4	7	5	7	7	6	9	7	7	2	4	6	7	6	4	4	2	6	4	4	4	5	4	5	4	7	5	2	5
OG4G36290	6	8	6	6	4	7	5	6	6	5	2	3	4	2	5	3	3	9	4	4	1	0	4	4	0	1	1	3	4	6	1	1	4	1	3	1	8	3	1	3
OG4G37280	3	3	2	2	3	1	0	1	2	2	1	3	2	4	2	1	2	2	2	2	1	1	2	2	3	1	2	2	2	3	2	2	2	2	2	2	2	2	1	2
OG4G37860	3	3	2	1	2	3	2	2	2	2	3	1	2	2	2	2	3	11	2	2	1	0	3	2	3	1	2	1	2	0	2	2	2	2	2	1	3	2	1	2
OG4G38495	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	0	1	1	3	1	1	1	1	2	1	1	1	1	1	0	3	1	1	1
OG5G04670	4	3	3	2	2	5	2	2	2	3	1	2	2	2	2	2	2	1	2	2	1	0	2	2	3	1	2	1	2	1	2	2	2	2	2	2	2	2	1	2
OG5G06110	2	3	2	1	1	2	1	2	1	1	5	2	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1
OG5G09790	4	3	3	3	2	2	4	2	3	2	2	2	2	2	2	1	2	3	2	2	0	0	2	2	0	1	1	2	2	1	1	1	2	1	2	2	3	2	1	2
OG5G12910	16	15	13	11	12	17	17	21	12	13	5	6	13	5	11	2	7	37	12	10	8	12	11	11	1	3	7	5	10	6	5	7	9	7	9	7	18	9	10	10
OG5G14170	4	3	3	2	1	3	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	6	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1
OG5G17690	2	2	2	1	1	0	2	2	2	1	1	1	2	2	2	1	1	3	2	2	0	0	2	2	0	0	0	0	2	0	0	0	2	0	2	3	1	2	3	2
OG5G18620	2	3	2	1	3	2	2	5	2	3	3	3	3	2	3	3	3	2	3	3	1	1	3	3	3	1	2	2	3	2	2	2	3	2	3	3	6	3	2	3
OG5G19310	4	4	3	3	2	3	3	5	3	3	3	2	3	2	3	3	2	2	3	3	3	1	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
OG5G20420	8	8	6	6	9	5	3	7	6	7	3	3	5	6	6	5	3	4	5	6	3	0	3	5	0	0	2	2	4	2	1	2	4	2	4	8	3	4	5	4
OG5G24330	4	3	3	3	2	2	4	2	3	2	2	2	2	2	2	1	2	3	2	2	0	0	2	2	0	1	1	2	2	1	1	1	2	1	2	2	3	2	1	2
OG5G43990	4	4	3	2	1	4	2	3	3	3	2	3	3	3	3	5	2	2	3	3	3	0	2	3	0	0	1	1	2	1	1	1	2	1	2	1	2	2	2	2
OG5G44180	5	4	5	6	2	7	3	4	5	4	2	3	3	2	4	2	2	2	3	3	1	0	2	3	0	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2
OG5G44800	2	2	2	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1
OG5G45600	3	3	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1
OG5G55660	4	5	3	2	2	4	3	4	3	3	4	3	3	4	3	1	3	3	3	3	1	1	3	3	3	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1
OG5G56950	7	5	5	2	5	4	5	8	4	4	4	4	4	2	4	2	4	4	4	4	1	3	4	4	3	1	2	5	3	2	2	2	2	2	2	1	2	2	1	2
OG5G58230	4	4	3	2	4	5	2	7	3	4	3	4	3	3	3	1	3	3	3	3	1	1	3	3	4	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
OG5G61070	1	4	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	3	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1
OG5G63550	4	5	3	2	2	4	3	4	3	3	4	3	3	4	3	1	3	3	3	3	1	1	3	3	3	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1
OG5G63860	1	2	1	1	2	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1
OG5G63950	2	2	2	1	3	1	3	6	2	2	1	1	3	1	2	2	1	2	2	2	1	1	1	2	5	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG5G64630	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1
OG5G66750	2	2	2	1	2	2	1	2	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG5G67100	1	2	1	1	1	1	4	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1
